anime_id,eng_version,Score,Genres,Type,Episodes,Members,Premiered
16199,Girls & Panzer: Shoukai Shimasu!,6.63,"Military, School",Special,2,17019,
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.63,"Comedy, Police",Special,1,843,
39583,number24,6.63,"Sports, School",TV,12,30782,Winter 2020
40957,Shin Chuuka Ichiban! 2nd Season,6.63,"Comedy, Shounen",TV,,2887,Winter 2021
37859,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.63,Comedy,Movie,4,3680,
31440,Teekyu 6,6.63,"Comedy, Shounen, Sports",TV,12,14120,Fall 2015
1952,Night Warriors:Darkstalkers' Revenge,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",OVA,4,14456,
2039,Mahou no Yousei Persia,6.63,"Comedy, Magic",TV,48,2180,Summer 1984
2497,Shin Cutey Honey,6.63,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,7604,
30818,City Hunter: Ryou no Propose,6.63,"Action, Mystery, Comedy, Police",OVA,1,2246,
26111,Hibike! Wadaiko,6.63,"Drama, Kids",OVA,1,688,
6587,Kurokami: Intermission,6.63,"Action, Martial Arts, Super Power",Special,1,5885,
637,Iketeru Futari,6.63,"Comedy, Romance, Ecchi, School, Seinen",TV,16,16327,Winter 1999
2703,Super YoYo,6.63,"Shounen, Sports",TV,22,4137,Fall 1998
5023,Ninpuu Kamui Gaiden,6.63,"Action, Adventure, Historical, Martial Arts, Samurai",TV,26,1443,Spring 1969
2041,Super Pig,6.63,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo",TV,51,8615,Fall 1994
31636,Dagashi Kashi,6.63,"Comedy, Shounen, Slice of Life",TV,12,337656,Winter 2016
31537,Mysteria Friends,6.63,"Demons, Fantasy, Magic, Supernatural",TV,10,90171,Winter 2019
10156,Sacred Seven,6.63,"Action, Sci-Fi, Super Power, School",TV,12,69382,Summer 2011
1581,Gift: Eternal Rainbow,6.63,"Comedy, Drama, Harem, Magic, Romance, School",TV,12,28636,Fall 2006
3085,Indian Summer,6.63,"Sci-Fi, Comedy, Ecchi",OVA,3,18473,
1750,Ah My Buddha Katsu Special,6.63,"Ecchi, Comedy, Romance, Supernatural",Special,1,12459,
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.63,Hentai,OVA,1,5228,
13731,Koukyoushihen Eureka Seven: New Order,6.63,"Adventure, Drama, Mecha, Romance, Sci-Fi",Special,1,8676,
33102,Nijiiro Days: Houkago Special,6.63,"Slice of Life, Comedy, Romance, School, Shoujo",Special,1,6055,
38556,I'm Joybo 2nd Season,6.63,"Drama, Music, Romance, Slice of Life",ONA,12,1487,
2531,Step Sister,6.62,Hentai,OVA,2,5484,
40233,The Grand Lord,6.62,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",ONA,12,3895,
63,DearS,6.62,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",TV,12,128788,Summer 2004
12745,Bari Bari Densetsu (1987),6.62,"Action, Drama, Shounen, Sports",Movie,1,1592,
7082,Shugo Chara! Party!,6.62,"Comedy, Magic, School, Shoujo",TV,25,61590,Fall 2009
4508,D.C.S.S:Da Capo Second Season Omake,6.62,"Harem, Comedy, Romance",Special,2,6100,
41223,Memory of Chang'an,6.62,"Historical, Romance",ONA,12,2497,
20267,Wooser's Hand-to-Mouth Life:Awakening Arc,6.62,"Comedy, Fantasy, Slice of Life",TV,12,5736,Winter 2014
21065,Yakusoku (ONA),6.62,"Drama, Music",ONA,1,1130,
3182,Massugu ni Ikou. 2nd Season,6.62,"Comedy, Josei, Romance, Slice of Life",TV,5,1743,Spring 2004
3193,Monkey Typhoon,6.62,"Action, Sci-Fi, Adventure, Comedy, Shounen",TV,52,2730,Fall 2002
1881,Sasami Magical Girls Club,6.62,"Fantasy, Magic, School",TV,13,6349,Spring 2006
39456,Are You Lost?,6.62,"Adventure, Comedy, Seinen",TV,12,109692,Summer 2019
33840,Kabukibu!,6.62,School,TV,12,16921,Spring 2017
5104,Adventures of Pepero the Andes Boy,6.62,Adventure,TV,26,845,Fall 1975
615,Nurse Witch Komugi-chan Magikarte,6.62,"Comedy, Magic, Parody",OVA,5,14009,
6964,Yuu☆Yuu☆Hakusho Picture Drama,6.62,"Action, Martial Arts, Comedy, Demons, Shounen",Special,1,8729,
4190,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.62,"Fantasy, Comedy, Shoujo",Special,1,1296,
22695,Dragon Ball Z: Summer Vacation Special,6.62,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,1,9963,
2410,Soreyuke Marin-chan,6.62,"Hentai, Sci-Fi",OVA,3,3033,
2973,Fire Tripper,6.62,"Fantasy, Sci-Fi",OVA,1,3827,
403,Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance",TV,12,27191,Spring 2001
2353,Daiakuji: The Xena Buster Specials,6.62,Hentai,Special,2,3214,
31373,Rudolf the Black Cat,6.62,"Adventure, Kids",Movie,1,973,
590,Guardian Ninja Mamoru,6.62,"Comedy, Romance, Shounen",TV,12,23147,Winter 2006
2793,Hi no Tori 2772: Ai no CosmoZone,6.62,"Sci-Fi, Adventure, Space, Drama, Romance, Fantasy",Movie,1,3117,
43483,Toaru Kagaku no Railgun T: Motto Marutto Railgun,6.62,Comedy,Special,2,1477,
1035,Patalliro Saiyuuki!,6.62,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",TV,26,3274,Summer 2005
4320,Lupin III: Green vs. Red,6.62,"Action, Adventure, Mystery, Comedy, Seinen",OVA,1,6522,
148,Diamond Daydreams,6.62,"Drama, Romance, Slice of Life",TV,12,7823,Winter 2004
33392,Gakuen Handsome,6.62,"Comedy, Parody, School, Shounen Ai",TV,12,28760,Fall 2016
38325,Hitori no Shita: The Outcast Fanwai Pian,6.62,"Action, Super Power, Supernatural, Martial Arts, Seinen",ONA,2,4689,
21451,Nihonbashi Koukashita R Keikaku,6.62,Music,Music,1,3215,
30749,Undefeated Bahamut Chronicle,6.62,"Action, Harem, Supernatural, Romance, Ecchi, Fantasy, Mecha, School",TV,12,279062,Winter 2016
33314,Digimon Universe App Monsters,6.61,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",TV,52,11093,Fall 2016
38022,Monster Strike the Animation,6.61,"Action, Game, Fantasy",ONA,63,4039,
23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.61,"Comedy, Music, Slice of Life",OVA,1,2185,
23133,M3: Sono Kuroki Hagane,6.61,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,51615,Spring 2014
32561,Grimgar:Ashes and Illusions Special,6.61,Comedy,Special,1,44222,
743,The Ocean Waves,6.61,"Drama, Romance, School, Slice of Life",Special,1,77432,
2387,Ai Monogatari: 9 Love Stories,6.61,"Drama, Romance",OVA,1,3701,
7285,Galaxy Express 999:Beyond the Diamond Ring,6.61,"Adventure, Drama, Sci-Fi",Movie,1,1319,
10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.61,"Comedy, Shounen",Movie,1,581,
33850,Libra of Nil Admirari,6.61,"Harem, Historical, Romance, Fantasy, Josei",TV,12,29765,Spring 2018
2467,Tama and Friends,6.61,Adventure,TV,36,1998,Fall 1988
1265,Ronin Warriors Gaiden,6.61,"Adventure, Fantasy, Samurai, Shounen",OVA,2,2447,
10172,Freezing Specials,6.61,"Action, Comedy, Ecchi",Special,6,39714,
4468,Nagagutsu wo Haita Neko no Bouken,6.61,"Adventure, Fantasy",TV,26,674,Spring 1992
2413,Boin,6.61,Hentai,OVA,2,10903,
42832,Tales of Crestoria:The Wake of Sin,6.61,"Adventure, Magic, Fantasy",Special,1,1954,
776,Nanaka 6/17,6.61,"Slice of Life, Comedy, Drama, Romance, Shounen",TV,12,7842,Winter 2003
34148,Nyanko Days,6.61,"Slice of Life, Comedy",TV,12,55668,Winter 2017
6670,Symphony in August,6.61,Music,Movie,1,1266,
2441,Koihime,6.61,"Fantasy, Harem, Hentai, Magic, Supernatural",OVA,2,4411,
4406,Mazinger Z tai Ankoku Daishougun,6.61,"Action, Mecha, Shounen",Movie,1,1850,
1822,The Hakkenden:Legend of the Dog Warriors,6.61,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,6,7057,
34839,Sanrio Boys,6.61,"Slice of Life, Drama, School",TV,12,40336,Winter 2018
10546,Rinkan Club,6.61,Hentai,OVA,4,6610,
3394,Kimagure Orange Road TV Pilot,6.61,"Romance, Drama, Shounen",OVA,1,3372,
35757,The Silver Guardian 2,6.61,"Adventure, Fantasy",TV,6,44859,Winter 2018
41370,Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation,6.61,Hentai,OVA,1,2289,
34899,Monmusu Quest!,6.61,"Hentai, Demons",ONA,2,5540,
29697,Tennis no Ouji-sama: Message in a Bottle,6.61,"Comedy, Sports, School, Shounen",Special,1,1891,
15347,Sherlock Hound:The Adventure of the Blue Carbuncle / Treasure Under the Sea,6.61,"Adventure, Mystery, Comedy",Movie,1,1184,
3069,Be Forever Yamato,6.61,"Action, Military, Sci-Fi, Adventure, Space, Drama",Movie,1,2657,
1497,Tales of the Street Corner,6.61,"Drama, Music, Romance",Movie,1,3343,
28619,Rampo Kitan:Game of Laplace,6.61,Mystery,TV,11,101423,Summer 2015
1005,Star Ocean EX,6.61,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,11416,Spring 2001
5865,Nanaka the Distraction,6.61,"Comedy, Drama, Romance, Shounen, Slice of Life",Special,1,1689,
15125,Teekyu,6.61,"Comedy, School, Shounen, Sports",TV,12,54606,Fall 2012
20021,Sword Art Online:Extra Edition,6.61,"Action, Adventure, Fantasy, Game, Romance",Special,1,245197,
32011,Hakuouki: Otogisoushi,6.61,"Fantasy, Historical, Josei, Samurai",TV,12,5324,Spring 2016
35370,Teekyu 9,6.61,"Comedy, Sports",TV,12,10794,Summer 2017
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,4,30405,
43791,Melting Juice Lolis' Spa Services:Let Us Do Slurp-Slurp-Melting Care!,6.61,Hentai,ONA,,1299,
12699,Tales of Gekijou,6.61,Comedy,Special,5,4046,
28351,Goddess of Light,6.61,"Action, Fantasy",Special,1,5732,
5424,Booby Life,6.61,Hentai,OVA,2,7627,
6245,Spirit of Wonder:China-san Short Stories,6.61,"Comedy, Sci-Fi, Seinen",Special,3,1693,
6069,Gregory Horror Show,6.61,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,3114,Fall 1999
35585,Stella-Rium,6.61,Music,Music,1,822,
30812,Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,6.61,"Hentai, Magic",OVA,1,8154,
26183,Ikkitousen: Extravaganza Epoch,6.61,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,2,10849,
29573,Fukubiki! Triangle: Futaba wa Atafuta ♥,6.61,Hentai,OVA,1,6766,
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.6,"Comedy, Seinen",Movie,1,2584,
2696,Crusher Joe:The OVAs,6.6,"Action, Sci-Fi, Adventure",OVA,2,2560,
13367,NAKAIMO - My Little Sister Is Among Them!,6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",TV,12,172349,Summer 2012
34754,Rilu Rilu Fairilu: Yousei no Door,6.6,"Slice of Life, Magic, Fantasy",TV,59,1898,Winter 2016
2688,Zillion,6.6,"Action, Military, Sci-Fi, Adventure",TV,31,4145,Spring 1987
1198,Tsuyokiss,6.6,"Comedy, Romance, School, Slice of Life",TV,12,17462,Summer 2006
37047,Imouto sae Ireba Ii. (ONA) Specials,6.6,Comedy,Special,2,9720,
24851,Madonna: Kanjuku Body Collection,6.6,"Harem, Hentai",OVA,1,4413,
2420,Spirit of Wonder: Shounen Kagaku Club,6.6,"Drama, Sci-Fi, Seinen, Space",OVA,2,3023,
2224,Hikari no Densetsu,6.6,"Music, Romance, Shoujo, Sports",TV,19,3888,Spring 1986
913,Fighting Beauty Wulong,6.6,"Action, Ecchi, Martial Arts",TV,25,4931,Fall 2005
19255,Hyakka Ryouran: Samurai Bride Specials,6.6,"Ecchi, Comedy",Special,6,11163,
39967,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,6.6,"Action, Sci-Fi, Kids, Mecha",Movie,1,768,
35315,ChäoS;Child:Silent Sky,6.6,"Sci-Fi, Mystery, Psychological, Supernatural",Movie,1,16827,
24695,Brynhildr in the Darkness Special,6.6,"Sci-Fi, Harem, Comedy, Ecchi, Seinen",Special,1,36672,
2399,Hamtaro:Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,6.6,"Adventure, Comedy, Kids",OVA,1,1756,
2042,The Five Star Stories,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1,10091,
897,Dragon Ball Z:Lord Slug,6.6,"Action, Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,91878,
38664,FINAL FANTASY XV:EPISODE ARDYN – PROLOGUE,6.6,Action,ONA,1,7164,
37599,MAGATSU WAHRHEIT,6.6,"Action, Magic, Fantasy",TV,12,24870,Fall 2020
1136,Betterman,6.6,"Action, Adventure, Psychological, Comedy, Mecha, Drama, Horror, Mystery, Sci-Fi",TV,26,12128,Spring 1999
23605,Ninja Slayer From Animation,6.6,Action,ONA,26,37838,
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.6,"Comedy, Parody",Special,13,4672,
2912,Ohayou! Spank,6.6,"Slice of Life, Comedy",TV,63,1798,Spring 1981
33514,Nama Lo Re: Furachimono The Animation,6.6,Hentai,OVA,1,4880,
5333,Ikkitousen: Great Guardians Specials,6.6,"Comedy, Ecchi",Special,6,15858,
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,"Action, Sci-Fi, Adventure",TV,26,4162,Spring 1999
4073,Kyouryuu Daisensou Izenborg,6.6,"Action, Mecha",TV,39,897,Fall 1977
29935,Qin Shi Ming Yue: Kong Shan Niao Yu,6.6,"Action, Historical, Martial Arts, Fantasy",ONA,3,686,
33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.6,"Sci-Fi, Space, Comedy, Ecchi, Seinen",ONA,13,1827,
40519,Youma Shoukan e Youkoso,6.6,"Hentai, Demons, Supernatural, Fantasy",OVA,2,4147,
17573,Uchuu Kyoudai: Itten no Hikari,6.6,"Comedy, Sci-Fi, Seinen, Slice of Life",Movie,1,4619,
5256,Pokemon Mystery Dungeon:Explorers of Time and Darkness,6.6,"Adventure, Fantasy",Special,1,9766,
3888,The Invisible Stud,6.6,Hentai,OVA,2,7810,
36661,Dahufa,6.6,"Action, Adventure, Fantasy",Movie,1,510,
37778,Pastel Life,6.6,"Music, Slice of Life",TV,6,4708,Spring 2018
13517,Nanana's Buried Treasure,6.6,"Comedy, Supernatural",Special,1,11954,
3295,Yatterman,6.6,"Adventure, Comedy, Parody",TV,60,3643,Winter 2008
22661,One Piece: Cry Heart,6.6,"Fantasy, Shounen",Special,3,6401,
37887,Eudemon Quest,6.6,"Action, Adventure, Magic, Fantasy, Shounen",ONA,20,2789,
9750,A Dark Rabbit has Seven Lives,6.6,"Comedy, Supernatural, Romance, Ecchi, Vampire",TV,12,114873,Summer 2011
31848,Ojisan and Marshmallow,6.6,"Slice of Life, Comedy, Romance",TV,12,53706,Winter 2016
41174,My Angel,6.6,Music,Music,1,335,
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.6,"Sci-Fi, Adventure, Drama",Movie,1,1458,
6653,Galaxy Express 999:Claire of the Glass,6.6,"Drama, Sci-Fi, Space",Movie,1,2115,
2619,Spider Riders,6.6,"Action, Adventure, Mecha",TV,26,7042,Spring 2006
39326,"Hensuki:Are you willing to fall in love with a pervert, as long as she's a cutie?",6.6,"Comedy, Ecchi, Harem, Romance, School",TV,12,184350,Summer 2019
2501,Papuwa,6.6,"Adventure, Comedy",TV,26,1437,Fall 2003
27911,Comical Psychosomatic Medicine,6.6,"Comedy, Seinen",ONA,20,36359,
32239,Shinsei: Futanari Idol - Dekatama-kei!,6.6,Hentai,OVA,2,6559,
2510,Macron 1,6.6,"Action, Sci-Fi, Parody, Mecha",TV,26,2137,Summer 1981
7969,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,6.6,Hentai,OVA,2,7458,
24967,Ane Kyun!: Joshi ga Ie ni Kita!,6.6,Hentai,OVA,1,7755,
937,Appleseed,6.6,"Action, Sci-Fi, Adventure, Police, Mecha",OVA,1,24842,
298,.hack//Legend Of The Twilight,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,60523,Winter 2003
9970,Floating Material,6.6,Hentai,OVA,2,8069,
3436,The Many Dream Journeys of Meme,6.6,"Adventure, Kids, Sci-Fi",TV,127,583,Spring 1983
472,To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life",TV,13,22561,Spring 1999
1848,Lord of Lords Ryu Knight,6.6,"Action, Adventure, Fantasy, Mecha",TV,52,2538,Spring 1994
25867,The Rolling Girls,6.6,"Action, Adventure, Slice of Life, Super Power",TV,12,77126,Winter 2015
43001,Cute Executive Officer,6.6,Comedy,ONA,13,1894,
21497,Samurai Warriors:Legend of the Sanada,6.6,"Action, Historical, Samurai",Special,1,5210,
1232,Saber Marionette R,6.6,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,3,6930,
37293,Wo Jia Da Shixiong Naozi You Keng,6.6,"Action, Adventure, Comedy, Historical, Martial Arts",ONA,26,2787,
2106,Kiss Dum: Engage Planet,6.6,"Mecha, Military, Sci-Fi",TV,26,9289,Spring 2007
16419,Glitter Force Doki Doki,6.59,"Action, Magic, Fantasy, Shoujo",TV,49,17135,Winter 2013
40034,Tenki no Ko CMs,6.59,"Music, Slice of Life",Special,,2765,
16906,Line Offline: Salaryman,6.59,Comedy,TV,114,1701,Winter 2013
1748,Piyoko ni Omakase pyo!,6.59,"Comedy, Sci-Fi, Shounen",OVA,8,2163,
32338,Yes! BanG_Dream!,6.59,Music,Music,1,2768,
13619,Sayonara Zetsubou Sensei Special Omake,6.59,"Comedy, Parody, School",Special,1,5692,
3005,Shadow Skill,6.59,"Adventure, Drama, Fantasy, Shounen",OVA,1,4799,
17731,Ketsuekigata-kun!,6.59,Comedy,TV,12,9507,Spring 2013
33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,"Romance, School, Shoujo",TV,12,13108,Fall 2016
33797,ID-0,6.59,"Sci-Fi, Space, Mecha",TV,12,17454,Spring 2017
3037,Ghost Sweeper Mikami Movie,6.59,"Comedy, Fantasy",Movie,1,2379,
41769,Nautilus,6.59,"Music, Drama",Music,1,206,
11103,Busou Shinki Moon Angel,6.59,"Action, Sci-Fi",ONA,10,11911,
1894,Yu-Gi-Oh!:The Movie,6.59,"Adventure, Comedy, Fantasy, Game",Movie,1,61314,
47398,Kimetsu Gakuen: Valentine-hen,6.59,Comedy,ONA,4,18161,
3464,Kemeko Deluxe!,6.59,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,36300,Fall 2008
10016,Kizuna Ichigeki,6.59,"Comedy, Martial Arts",Movie,1,5611,
23305,Shin Sei Yariman Gakuen Enkou Nikki The Animation,6.59,Hentai,OVA,1,5810,
2334,The Three Musketeers:Aramis the Adventure,6.59,"Adventure, Historical, Romance",Movie,1,1186,
155,X - The Movie,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,31227,
37139,Koyomi History,6.59,Comedy,Special,1,12759,
10590,Reunion,6.59,"Harem, Hentai",OVA,2,8662,
37123,Sora yori mo Tooi Basho: Yokoku,6.59,"Slice of Life, Comedy",ONA,13,2589,
1718,Di Gi Charat:Winter Garden,6.59,"Drama, Romance, Shoujo, Slice of Life",Special,2,6846,
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.59,"Action, Comedy, Ecchi, Samurai, Seinen",ONA,13,1187,
446,Knight Hunters Eternity,6.59,"Action, Drama, Shounen",TV,13,8883,Fall 2002
357,Bludgeoning Angel Dokuro-chan,6.59,"Comedy, Magic, Ecchi",OVA,4,168553,
10036,Please Save My Earth:The Passing of the Golden Age,6.59,"Sci-Fi, Music, Drama, Romance, Shoujo",Special,1,1226,
36259,Pingu in the City,6.59,"Comedy, Kids, Slice of Life",TV,26,37137,Fall 2017
39831,Hitogata,6.59,Music,Music,1,545,
2299,Tekkaman Blade:Burning Clock,6.59,"Action, Mecha, Sci-Fi, Shounen",OVA,1,1802,
17679,Gambo,6.59,"Action, Demons, Historical",Movie,1,7151,
1670,Beyblade the Movie:Decisive Battle! Takao VS Daichi,6.59,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Movie,1,8634,
6068,Sensei no Ojikan: Doki Doki School Hours OVA,6.59,"Comedy, School",OVA,7,2000,
840,The World of Narue,6.59,"Comedy, Romance, Sci-Fi",TV,12,16213,Spring 2003
1756,Di Gi Charat Natsuyasumi Special,6.59,Comedy,Special,4,2318,
3265,Princess Tutu Recaps,6.59,"Magic, Romance, Comedy",Special,3,5259,
34077,Cardfight!! Vanguard G NEXT,6.59,"Action, Game, Shounen",TV,52,7044,Fall 2016
21879,Sword Art Online: Sword Art Offline - Extra Edition,6.59,Comedy,Special,1,52460,
15729,Aesthetica of a Rogue Hero Specials,6.59,"Comedy, Ecchi",Special,6,36332,
40761,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.59,"Action, Supernatural, Magic, Fantasy",Special,3,5429,
679,Shadow Skill:The Movie,6.59,"Adventure, Drama, Fantasy, Shounen",OVA,3,4632,
4306,Water Spider Monmon,6.59,"Fantasy, Kids, Romance",Movie,1,2795,
38265,Muma no Machi Cornelica,6.59,"Hentai, Demons, Supernatural",OVA,4,4482,
24745,Yobai Suru Shichinin no Harame,6.59,"Harem, Hentai",OVA,2,4144,
671,Lemon Angel Project,6.59,"Drama, Music",TV,13,7331,Winter 2006
10308,Battle Girls:Time Paradox,6.59,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,39748,Spring 2011
35204,The King of Fighters: Destiny,6.59,"Action, Adventure, Drama, Martial Arts, Romance",ONA,24,3524,
8635,Shin Koihime†Musou: Live Revolution,6.59,"Ecchi, Music",OVA,1,4732,
1761,Golgo 13:Queen Bee,6.59,"Action, Adventure, Military, Drama, Seinen",OVA,1,7930,
289,Comic Party,6.59,"Comedy, Drama",TV,13,16900,Spring 2001
8705,Phantom: Requiem for the Phantom Picture Drama,6.59,Comedy,Special,9,6641,
2417,Saigo no Door wo Shimero!,6.59,"Comedy, Drama, Romance, Yaoi",OVA,1,12379,
34481,Tawawa on Monday Specials,6.59,"Slice of Life, Ecchi",Special,2,22885,
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,"Music, School, Shoujo",Special,1,1468,
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.59,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",Special,1,6495,
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.59,"Adventure, Comedy, Magic, Shounen, Supernatural",OVA,1,2741,
9736,Astarotte's Toy,6.59,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,121641,Spring 2011
44050,Gundam Build Divers Battlogue,6.59,"Action, Sci-Fi, Mecha",ONA,1,1117,
504,Fatal Fury:The Motion Picture,6.59,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,1,10705,
29017,Wooser's Hand-to-Mouth Life:Phantasmagoric Arc,6.59,"Comedy, Fantasy, Slice of Life",TV,13,4173,Summer 2015
9774,Morita-san wa Mukuchi,6.59,"Comedy, School, Slice of Life",OVA,1,8496,
6855,Uproar in Heaven,6.59,Adventure,Movie,1,765,
1165,Sakura Taisen: Ouka Kenran,6.58,"Adventure, Mecha, Sci-Fi, Shounen",OVA,4,4677,
4503,Robotech Masters,6.58,"Action, Sci-Fi, Drama, Mecha",TV,23,6112,Spring 1984
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.58,Comedy,OVA,4,7428,
32633,Nowisee,6.58,Music,Music,24,1457,
1067,Kishin Houkou Demonbane (TV),6.58,"Action, Harem, Magic, Romance, Ecchi, Mecha",TV,12,33248,Spring 2006
973,Glass Fleet:The Legend of the Wind of the Universe,6.58,"Adventure, Sci-Fi",TV,24,10495,Spring 2006
11031,Vampire,6.58,"Hentai, Supernatural, Vampire",OVA,2,5102,
863,High School Girls,6.58,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,31305,Spring 2006
916,Tokko,6.58,"Action, Mystery, Comedy, Horror, Police, Supernatural, Seinen",TV,13,40071,Spring 2006
6735,Galaxy Express 999:Can You Love Like a Mother?!!,6.58,"Sci-Fi, Space",Special,1,1406,
6633,Queen's Blade:Inheritor of the Throne,6.58,"Action, Adventure, Ecchi, Fantasy",TV,12,45659,Fall 2009
6791,Kanokon: Manatsu no Dai Shanikusai,6.58,"Ecchi, Romance, Slice of Life",OVA,2,38050,
1998,Amazing Nuts!,6.58,"Adventure, Police, Romance, Music, Sci-Fi",Music,4,8244,
38035,Nuresuke JK Ameyadori Rape,6.58,Hentai,ONA,2,2812,
38089,"Okoshiyasu, Chitose-chan",6.58,"Slice of Life, Comedy, Josei",TV,24,4862,Fall 2018
1325,Violinist of Hamelin,6.58,"Adventure, Drama, Fantasy",TV,25,5424,Fall 1996
1958,Wish,6.58,"Music, Shoujo",Music,1,6826,
40200,Paprika (Music),6.58,"Music, Kids",Music,1,656,
4069,Pucca:Funny Love,6.58,"Comedy, Romance",ONA,46,7149,
1070,Love Get Chu,6.58,"Comedy, Romance",TV,25,7349,Spring 2006
40873,Granblue Fantasy The Animation Season 2 Extras,6.58,"Adventure, Fantasy",Special,2,7281,
38419,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.58,"Action, Adventure, Super Power, Shounen",Movie,1,4700,
2836,Chiisana Viking Vickie,6.58,"Adventure, Comedy, Historical, Kids",TV,78,2565,Spring 1974
8456,Queen's Blade:Beautiful Warriors,6.58,"Action, Adventure, Ecchi, Fantasy",OVA,6,17983,
1706,Gun Frontier,6.58,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",TV,13,8243,Spring 2002
43779,Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,6.58,"Comedy, Romance, Ecchi",ONA,15,2447,
8754,Tales of the Abyss Special Fan Disc,6.58,"Comedy, Slice of Life",Special,2,4074,
35650,A Portrait of Jianghu:Mourning Toast,6.58,"Adventure, Romance, Martial Arts, Fantasy",ONA,40,698,
2709,Bakusou Kyoudai Let's & Go MAX,6.58,"Cars, Shounen, Sports",TV,51,2915,Winter 1998
9754,Princess Jellyfish Specials,6.58,"Slice of Life, Comedy, Josei",Special,4,13470,
35602,Tsukigakirei:First Half - The Road So Far,6.58,"Romance, School",Special,1,13432,
497,"Yamibo:Darkness, The Hat and the Travelers of the Books",6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,13,25315,Fall 2003
35473,Yuuki Yuuna wa Yuushabu Shozoku 3,6.58,"Slice of Life, Comedy, Magic, Fantasy",Movie,1,2491,
8507,Ikkitousen: Xtreme Xecutor Specials,6.58,"Comedy, Ecchi",Special,6,12089,
3835,Ai no Gakkou Cuore Monogatari,6.58,"Slice of Life, Historical, Drama, School",TV,26,1854,Spring 1981
